Ward ID,Ward,Councillor,Journal Date,Vendor,Expense Type,Description,Account,Amount
15,North Kildonan,Jeff Browaty,02/10/2016 12:00:00 AM,Jeff Browaty,Carryover CWA,Carryover CWA - Registration-American Planning Conf,Conferences Involving Travel,$13.45
15,North Kildonan,Jeff Browaty,02/10/2016 12:00:00 AM,Jeff Browaty,Carryover CWA,Carryover CWA - Winnipeg Sun Subscription,Periodicals and Subscriptions,$53.04
15,North Kildonan,Jeff Browaty,02/10/2016 12:00:00 AM,Jeff Browaty,Chairmanship,Chairmanship - State Of The City Luncheon,"Luncheons, Receptions & Events",$16.00
15,North Kildonan,Jeff Browaty,02/10/2016 12:00:00 AM,Jeff Browaty,Carryover Chairmanship,Carryover Chairmanship - State Of The City Luncheon,"Luncheons, Receptions & Events",$700.00
11,St. Vital,Brian Mayes,02/10/2016 12:00:00 AM,6p Marketing,CWA,CWA - Website Updates/Web Hosting,Periodicals and Subscriptions,$416.39
11,St. Vital,Brian Mayes,02/10/2016 12:00:00 AM,Fred Douglas Society,CWA,CWA - Art Of Caring Awards Luncheon,"Luncheons, Receptions & Events",$50.00
8,River Heights - Fort Garry,John Orlikow,02/09/2016 12:00:00 AM,Central Corydon Community Centre Inc,CWA,CWA - Arena Wall Board,Advertising,$400.00
3,Point Douglas,Mike Pagtakhan,02/09/2016 12:00:00 AM,Benchmark Advertising Ltd,CWA,CWA - Rental-Benches,Advertising,$145.00
1,Old Kildonan,Devi Sharma,02/09/2016 12:00:00 AM,Manitoba Hydro,Carryover CWA,Carryover CWA - City Tax,"Heat-Gas,Oil,Steam & Electric",$4.94
1,Old Kildonan,Devi Sharma,02/09/2016 12:00:00 AM,Manitoba Hydro,Carryover CWA,Carryover CWA - Electricity & Natural Gas,"Heat-Gas,Oil,Steam & Electric",$326.37
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,02/08/2016 12:00:00 AM,Friends Of The Cornish Library,Carryover CWA,Carryover CWA - Booklet Greeting Cards,Stationery and Office Supplies,$65.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,02/08/2016 12:00:00 AM,Benchmark Advertising Ltd,CWA,CWA - Rental-Benches,Advertising,$150.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,02/08/2016 12:00:00 AM,Steve Bamburak,CWA,CWA - Arena Signs-Design 8x4 Banner,Advertising,$250.00
13,Transcona,Russ Wyatt,02/08/2016 12:00:00 AM,Christopher Belanger,Carryover CWA,Carryover CWA - Executive Assistant Phone,Telephone,$76.68
10,South Winnipeg - St. Norbert,Janice Lukes,02/08/2016 12:00:00 AM,Contempra Signs Ltd,CWA,CWA - Coroplast Sign Re:Bonjour,Stationery and Office Supplies,$102.60
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1801.41
8,River Heights - Fort Garry,John Orlikow,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2296.25
4,Daniel McIntyre,Cindy Gilroy,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2145.99
5,St. James - Brooklands - Weston,Scott Gillingham,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1758.88
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1926.29
6,St. Charles,Shawn Dobson,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1962.51
3,Point Douglas,Mike Pagtakhan,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2046.43
1,Old Kildonan,Devi Sharma,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1247.92
1,Old Kildonan,Devi Sharma,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,$65.65
2,Mynarski,Ross Eadie,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1811.48
15,North Kildonan,Jeff Browaty,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1801.41
14,Elmwood - East Kildonan,Jason Schreyer,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,$2203.28
13,Transcona,Russ Wyatt,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1693.99
12,St. Boniface,Matt Allard,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2260.42
12,St. Boniface,Matt Allard,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,$8.73
11,St. Vital,Brian Mayes,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2026.29
10,South Winnipeg - St. Norbert,Janice Lukes,02/06/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2520.81
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,02/04/2016 12:00:00 AM,Fort Garry Community Centre Inc,Carryover CWA,Carryover CWA - Carnival 2016,Advertising,$500.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,02/04/2016 12:00:00 AM,Write It Right,Carryover CWA,Carryover CWA - Lord Roberts Cc Spring 2016,Advertising,$200.00
8,River Heights - Fort Garry,John Orlikow,02/04/2016 12:00:00 AM,Border Crossings,CWA,CWA - Bi-Annual Gala 2016,"Luncheons, Receptions & Events",$95.00
3,Point Douglas,Mike Pagtakhan,02/04/2016 12:00:00 AM,Ckjs 810 Am,CWA,CWA - Promotion-Jan 30,Advertising,$100.00
10,South Winnipeg - St. Norbert,Janice Lukes,02/04/2016 12:00:00 AM,Crosbie Web Design,CWA,CWA - Facebook Update-Web Software,Periodicals and Subscriptions,$390.00
10,South Winnipeg - St. Norbert,Janice Lukes,02/04/2016 12:00:00 AM,Write It Right,CWA,CWA - Spring 2016 Newsletter,Advertising,$1342.00
5,St. James - Brooklands - Weston,Scott Gillingham,02/03/2016 12:00:00 AM,Scott Gillingham,Carryover CWA,Carryover CWA - Community Safety Discussion,Ward Activities,$7.98
5,St. James - Brooklands - Weston,Scott Gillingham,02/03/2016 12:00:00 AM,Scott Gillingham,Carryover CWA,Carryover CWA - Greeting Card,Stationery and Office Supplies,$4.30
5,St. James - Brooklands - Weston,Scott Gillingham,02/03/2016 12:00:00 AM,Scott Gillingham,Carryover CWA,Carryover CWA - Ward Issues Discussion,Ward Activities,$1.72
5,St. James - Brooklands - Weston,Scott Gillingham,02/03/2016 12:00:00 AM,Scott Gillingham,Carryover CWA,Carryover CWA - Winnipeg Harvest Meeting,Business Meetings,$5.94
3,Point Douglas,Mike Pagtakhan,02/03/2016 12:00:00 AM,Letterall Signs,CWA,CWA - Signs & Letters/Printed Banner,"Printing,Binding,Photocopying",$417.96
3,Point Douglas,Mike Pagtakhan,02/03/2016 12:00:00 AM,Web Wizards Inc,CWA,CWA - January Updates - Website,Periodicals and Subscriptions,$650.00
1,Old Kildonan,Devi Sharma,02/03/2016 12:00:00 AM,Fernoc Group Ltd,Carryover CWA,Carryover CWA - Feb-Off Space Rental,Rentals,$1278.31
1,Old Kildonan,Devi Sharma,02/03/2016 12:00:00 AM,Mat Master,Carryover CWA,Carryover CWA - Processed Clean 3x5 Grey Mat,Non-Professional Services,$15.34
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,02/02/2016 12:00:00 AM,Canadian Union Of Public Employees,Carryover CWA,Carryover CWA - Retirement Of Mike Davidson,"Luncheons, Receptions & Events",$20.00
8,River Heights - Fort Garry,John Orlikow,02/02/2016 12:00:00 AM,Canadian Union Of Public Employees,CWA,CWA - Retirement Of Mike Davidson,"Luncheons, Receptions & Events",$20.00
8,River Heights - Fort Garry,John Orlikow,02/02/2016 12:00:00 AM,Central Corydon Community Centre Inc,CWA,CWA - Winter Carnival Brochure 2016,Advertising,$150.00
5,St. James - Brooklands - Weston,Scott Gillingham,02/02/2016 12:00:00 AM,Brietta & Brynne Passalis,Carryover CWA,Carryover CWA - Community Forum-Failbox Flyers,Non-Professional Services,$108.00
5,St. James - Brooklands - Weston,Scott Gillingham,02/02/2016 12:00:00 AM,The Assiniboia Chamber Of Commerce,Carryover CWA,Carryover CWA - Monthly Luncheon,"Luncheons, Receptions & Events",$33.33
5,St. James - Brooklands - Weston,Scott Gillingham,02/02/2016 12:00:00 AM,Winnipeg Outdoor Marketing Group Inc,Carryover CWA,Carryover CWA - Recycle Box,Advertising,$772.50
3,Point Douglas,Mike Pagtakhan,02/02/2016 12:00:00 AM,Grace Cafe,Chairmanship,Chairmanship - Pcsp Chairmanship-Govern Comm,Business Meetings,$89.32
2,Mynarski,Ross Eadie,02/02/2016 12:00:00 AM,Ukrainian Canadian Social Services Inc,CWA,CWA - Nasha Hromada No. 53,Advertising,$100.00
2,Mynarski,Ross Eadie,02/02/2016 12:00:00 AM,Winnipeg Jewish Review,CWA,CWA - Greeting For New Year 2016,Advertising,$100.00
14,Elmwood - East Kildonan,Jason Schreyer,02/02/2016 12:00:00 AM,Canadian Union Of Public Employees,Carryover CWA,Carryover CWA - Retirement Of Mike Davidson,"Luncheons, Receptions & Events",$20.00
12,St. Boniface,Matt Allard,02/02/2016 12:00:00 AM,Francine Champagne,Carryover CWA,Carryover CWA - Translation Services,Non-Professional Services,$35.88
11,St. Vital,Brian Mayes,02/02/2016 12:00:00 AM,Brian Mayes,CWA,CWA - Pulse Canada Meeting,Parking Meter/Voucher,$1.90
11,St. Vital,Brian Mayes,02/02/2016 12:00:00 AM,Canadian Union Of Public Employees,CWA,CWA - Retirement Of Mike Davidson,"Luncheons, Receptions & Events",$20.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,02/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$18.88
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,02/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$27.50
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$171.23
8,River Heights - Fort Garry,John Orlikow,02/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$23.63
8,River Heights - Fort Garry,John Orlikow,02/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$27.50
8,River Heights - Fort Garry,John Orlikow,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$200.55
4,Daniel McIntyre,Cindy Gilroy,02/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$55.00
4,Daniel McIntyre,Cindy Gilroy,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$56.70
5,St. James - Brooklands - Weston,Scott Gillingham,02/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$23.10
5,St. James - Brooklands - Weston,Scott Gillingham,02/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$55.00
5,St. James - Brooklands - Weston,Scott Gillingham,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$96.44
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,02/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$81.18
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,02/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$55.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$-21.95
6,St. Charles,Shawn Dobson,02/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$25.89
6,St. Charles,Shawn Dobson,02/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$55.00
6,St. Charles,Shawn Dobson,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$170.99
3,Point Douglas,Mike Pagtakhan,02/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$0.95
3,Point Douglas,Mike Pagtakhan,02/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$27.50
3,Point Douglas,Mike Pagtakhan,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$277.86
1,Old Kildonan,Devi Sharma,02/01/2016 12:00:00 AM,MTS Communications,CWA,CWA - MTS Account,Telephone,$295.06
1,Old Kildonan,Devi Sharma,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$214.35
2,Mynarski,Ross Eadie,02/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$27.50
2,Mynarski,Ross Eadie,02/01/2016 12:00:00 AM,MTS Communications,CWA,CWA - MTS Account,Telephone,$29.34
2,Mynarski,Ross Eadie,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$117.50
15,North Kildonan,Jeff Browaty,02/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$3.51
15,North Kildonan,Jeff Browaty,02/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$27.50
15,North Kildonan,Jeff Browaty,02/01/2016 12:00:00 AM,Jeff Browaty,CWA,CWA - Winnipeg  Outdoor Marketing-Recycle Box,Advertising,$3900.00
15,North Kildonan,Jeff Browaty,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$81.86
15,North Kildonan,Jeff Browaty,02/01/2016 12:00:00 AM,Jeff Browaty,Carryover CWA,Carryover CWA - Calvin Christian School Dinner,Contrib-Donations,$107.98
15,North Kildonan,Jeff Browaty,02/01/2016 12:00:00 AM,Jeff Browaty,Carryover CWA,Carryover CWA - Flight Change-Air Canada,Conferences Involving Travel,$53.00
15,North Kildonan,Jeff Browaty,02/01/2016 12:00:00 AM,Jeff Browaty,Carryover CWA,Carryover CWA - Manning Centre Conference,Conferences Involving Travel,$520.84
15,North Kildonan,Jeff Browaty,02/01/2016 12:00:00 AM,Jeff Browaty,Carryover CWA,Carryover CWA -  Fergies -Rail Relocation Discussion,Business Meetings,$16.68
14,Elmwood - East Kildonan,Jason Schreyer,02/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$27.33
14,Elmwood - East Kildonan,Jason Schreyer,02/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$55.00
14,Elmwood - East Kildonan,Jason Schreyer,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$120.58
13,Transcona,Russ Wyatt,02/01/2016 12:00:00 AM,MTS Communications,CWA,CWA - MTS Account,Telephone,$100.86
12,St. Boniface,Matt Allard,02/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$26.90
12,St. Boniface,Matt Allard,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$-27.94
11,St. Vital,Brian Mayes,02/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$13.79
11,St. Vital,Brian Mayes,02/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$27.50
11,St. Vital,Brian Mayes,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$57.94
10,South Winnipeg - St. Norbert,Janice Lukes,02/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$7.18
10,South Winnipeg - St. Norbert,Janice Lukes,02/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$27.50
10,South Winnipeg - St. Norbert,Janice Lukes,02/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$114.90
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/31/2016 12:00:00 AM,City of Winnipeg - Journal Entry,Carryover CWA,Carryover CWA - Metered Postage January 2016,Postage,$1.71
8,River Heights - Fort Garry,John Orlikow,01/31/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage January 2016,Postage,$2.48
4,Daniel McIntyre,Cindy Gilroy,01/31/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage January 2016,Postage,$1.71
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,01/31/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage January 2016,Postage,$7.61
3,Point Douglas,Mike Pagtakhan,01/31/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage January 2016,Postage,$129.82
2,Mynarski,Ross Eadie,01/31/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage January 2016,Postage,$1.54
15,North Kildonan,Jeff Browaty,01/31/2016 12:00:00 AM,City of Winnipeg - Journal Entry,Carryover CWA,Carryover CWA - Metered Postage January 2016,Postage,$2.77
14,Elmwood - East Kildonan,Jason Schreyer,01/31/2016 12:00:00 AM,City of Winnipeg - Journal Entry,Carryover CWA,Carryover CWA - Metered Postage January 2016,Postage,$1.71
12,St. Boniface,Matt Allard,01/31/2016 12:00:00 AM,City of Winnipeg - Journal Entry,Carryover CWA,Carryover CWA - Metered Postage January 2016,Postage,$0.80
3,Point Douglas,Mike Pagtakhan,01/19/2016 12:00:00 AM,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Asisstants-Feb2016,Casual Services,$231.86
13,Transcona,Russ Wyatt,01/29/2016 12:00:00 AM,Transcona & District Pipers And Drummers,Carryover CWA,Carryover CWA - Robbie Burns Dinner,"Luncheons, Receptions & Events",$160.00
10,South Winnipeg - St. Norbert,Janice Lukes,01/29/2016 12:00:00 AM,Contempra Signs Ltd,Carryover CWA,Carryover CWA - Coroplast Signs-Councillor,Stationery and Office Supplies,$59.40
10,South Winnipeg - St. Norbert,Janice Lukes,01/29/2016 12:00:00 AM,Jennifer Raindahl,Carryover CWA,Carryover CWA - Constituent Correspondence,Casual Services,$322.50
10,South Winnipeg - St. Norbert,Janice Lukes,01/29/2016 12:00:00 AM,Winnipeg Chinatown Development Corp,Carryover CWA,Carryover CWA - 2016 Chinese New Year Banquet,"Luncheons, Receptions & Events",$100.00
5,St. James - Brooklands - Weston,Scott Gillingham,01/27/2016 12:00:00 AM,St James Assiniboia 55+ Centre,Carryover CWA,Carryover CWA - Christmas Lunch,"Luncheons, Receptions & Events",$25.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,01/27/2016 12:00:00 AM,Winnipeg Outdoor Marketing Group Inc,Carryover CWA,Carryover CWA - Recycle Box,Advertising,$150.00
6,St. Charles,Shawn Dobson,01/27/2016 12:00:00 AM,Kw #3,Carryover CWA,Carryover CWA - Donation-Kw#3 Tournament,Ward Activities,$250.00
1,Old Kildonan,Devi Sharma,01/27/2016 12:00:00 AM,Shaw Cable,Carryover CWA,Carryover CWA - Comm Off-Internet Service,Internet Access,$118.75
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/25/2016 12:00:00 AM,5371440 Manitoba Ltd,Carryover CWA,Carryover CWA - One Year Directory Listing,Advertising,$150.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/25/2016 12:00:00 AM,Rene Hering,Carryover CWA,Carryover CWA - Hosting/Domain Name Renewal,Periodicals and Subscriptions,$138.12
8,River Heights - Fort Garry,John Orlikow,01/25/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - January 25, 2016, Kiosk Purchase From Councillor Orlikow For The Ecole Robert H. Smith School Children'S Rehabilitation Fundraiser.",Contrib-Donations,$71.53
5,St. James - Brooklands - Weston,Scott Gillingham,01/25/2016 12:00:00 AM,Sun Media Corporation,Carryover CWA,Carryover CWA - 52 Wks Wpg Sun Subs-Gillingham,Periodicals and Subscriptions,$295.60
3,Point Douglas,Mike Pagtakhan,01/25/2016 12:00:00 AM,Rossbrook House Inc,CWA,CWA - 40th Anniversary Dinner,"Luncheons, Receptions & Events",$200.00
3,Point Douglas,Mike Pagtakhan,01/25/2016 12:00:00 AM,Winnipeg Chinatown Development Corp,CWA,CWA - Chinese New Year Banquet,"Luncheons, Receptions & Events",$26.24
3,Point Douglas,Mike Pagtakhan,01/25/2016 12:00:00 AM,Winnipeg Chinatown Development Corp,Carryover CWA,Carryover CWA - Chinese New Year Banquet,"Luncheons, Receptions & Events",$73.76
2,Mynarski,Ross Eadie,01/25/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - January 25, 2016 Kiosk Purchase By Councillor Eadie For The West Kildonan Legion - Bonspiel, Invoice # 116008.",Contrib-Donations,$22.08
2,Mynarski,Ross Eadie,01/25/2016 12:00:00 AM,City of Winnipeg - Journal Entry,Carryover CWA,"Carryover CWA - January 25, 2016 Kiosk Purchase By Councillor Eadie For The West Kildonan Legion - Bonspiel, Invoice # 116008.",Contrib-Donations,$38.40
2,Mynarski,Ross Eadie,01/25/2016 12:00:00 AM,City of Winnipeg - Journal Entry,Carryover CWA,"Carryover CWA - January 25, 2016, Kiosk Purchase From Councillor Eadie For The Seven Oaks Education Foundation 11th Annual Fundraiser, Invoice # 116007.",Contrib-Donations,$48.06
11,St. Vital,Brian Mayes,01/25/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Postage - Unaddressed Admail For Councillor Mayes (Newsletter),Postage,$1025.16
11,St. Vital,Brian Mayes,01/25/2016 12:00:00 AM,Jocelyn Hutton Foundation Inc,Carryover CWA,Carryover CWA - 7th Annual Sunday Supper,"Luncheons, Receptions & Events",$150.00
11,St. Vital,Brian Mayes,01/25/2016 12:00:00 AM,Brian Mayes,Carryover Chairmanship,Carryover Chairmanship - State Of The City Address,"Luncheons, Receptions & Events",$89.50
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,$1801.40
8,River Heights - Fort Garry,John Orlikow,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2297.11
4,Daniel McIntyre,Cindy Gilroy,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2146.90
5,St. James - Brooklands - Weston,Scott Gillingham,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,$2428.08
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$102.16
6,St. Charles,Shawn Dobson,01/19/2016 12:00:00 AM,Manitoba Blue Cross,Carryover CWA,Carryover CWA - Cllrs Exec Asisstants-Feb2016,Casual Services,$232.12
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,$3926.50
6,St. Charles,Shawn Dobson,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,$1962.51
3,Point Douglas,Mike Pagtakhan,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2046.43
1,Old Kildonan,Devi Sharma,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,$1313.59
2,Mynarski,Ross Eadie,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1812.35
15,North Kildonan,Jeff Browaty,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Non-Professional Services,$1801.40
14,Elmwood - East Kildonan,Jason Schreyer,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,$2204.18
13,Transcona,Russ Wyatt,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,$810.97
12,St. Boniface,Matt Allard,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,$2162.41
11,St. Vital,Brian Mayes,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2027.16
10,South Winnipeg - St. Norbert,Janice Lukes,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2396.72
10,South Winnipeg - St. Norbert,Janice Lukes,01/23/2016 12:00:00 AM,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,$124.99
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/21/2016 12:00:00 AM,City of Winnipeg - Journal Entry,Carryover CWA,"Carryover CWA - Kiosk Purchase By Councillor Gerbasi, Invoice # 116005. Churchill Alumni Scoreboard Fundraiser.",Contrib-Donations,$102.60
8,River Heights - Fort Garry,John Orlikow,01/21/2016 12:00:00 AM,Winnipeg Outdoor Marketing Group Inc,CWA,CWA - Recycle Box,Advertising,$1390.02
8,River Heights - Fort Garry,John Orlikow,01/21/2016 12:00:00 AM,Winnipeg Outdoor Marketing Group Inc,Carryover CWA,Carryover CWA - Recycle Box,Advertising,$559.98
